municip_code,municip_code_ibge,municip_name,municip_parent_code,municip_parent_name
314055,3140555,Mata Verde,3140555,Mata Verde
314060,3140605,Materlândia,3140605,Materlândia
314070,3140704,Mateus Leme,3140704,Mateus Leme
314080,3140803,Matias Barbosa,3140803,Matias Barbosa
314085,3140852,Matias Cardoso,3140852,Matias Cardoso
314090,3140902,Matipó,3140902,Matipó
314100,3141009,Mato Verde,3141009,Mato Verde
314110,3141108,Matozinhos,3141108,Matozinhos
314120,3141207,Matutina,3141207,Matutina
314130,3141306,Medeiros,3141306,Medeiros
314140,3141405,Medina,3141405,Medina
314150,3141504,Mendes Pimentel,3141504,Mendes Pimentel
314160,3141603,Mercês,3141603,Mercês
314170,3141702,Mesquita,3141702,Mesquita
314180,3141801,Minas Novas,3141801,Minas Novas
314190,3141900,Minduri,3141900,Minduri
314200,3142007,Mirabela,3142007,Mirabela
314210,3142106,Miradouro,3142106,Miradouro
314220,3142205,Miraí,3142205,Miraí
314225,3142254,Miravânia,3142254,Miravânia
314230,3142304,Moeda,3142304,Moeda
314240,3142403,Moema,3142403,Moema
314250,3142502,Monjolos,3142502,Monjolos
314260,3142601,Monsenhor Paulo,3142601,Monsenhor Paulo
314270,3142700,Montalvânia,3142700,Montalvânia
314280,3142809,Monte Alegre de Minas,3142809,Monte Alegre de Minas
314290,3142908,Monte Azul,3142908,Monte Azul
314300,3143005,Monte Belo,3143005,Monte Belo
314310,3143104,Monte Carmelo,3143104,Monte Carmelo
314315,3143153,Monte Formoso,3143153,Monte Formoso
314320,3143203,Monte Santo de Minas,3143203,Monte Santo de Minas
314330,3143302,Montes Claros,3143302,Montes Claros
314340,3143401,Monte Sião,3143401,Monte Sião
314345,3143450,Montezuma,3143450,Montezuma
314350,3143500,Morada Nova de Minas,3143500,Morada Nova de Minas
314360,3143609,Morro da Garça,3143609,Morro da Garça
314370,3143708,Morro do Pilar,3143708,Morro do Pilar
314380,3143807,Munhoz,3143807,Munhoz
314390,3143906,Muriaé,3143906,Muriaé
314400,3144003,Mutum,3144003,Mutum
314410,3144102,Muzambinho,3144102,Muzambinho
314420,3144201,Nacip Raydan,3144201,Nacip Raydan
314430,3144300,Nanuque,3144300,Nanuque
314435,3144359,Naque,3144359,Naque
314437,3144375,Natalândia,3144375,Natalândia
314440,3144409,Natércia,3144409,Natércia
314450,3144508,Nazareno,3144508,Nazareno
314460,3144607,Nepomuceno,3144607,Nepomuceno
314465,3144656,Ninheira,3144656,Ninheira
314467,3144672,Nova Belém,3144672,Nova Belém
314470,3144706,Nova Era,3144706,Nova Era
314480,3144805,Nova Lima,3144805,Nova Lima
314490,3144904,Nova Módica,3144904,Nova Módica
314500,3145000,Nova Ponte,3145000,Nova Ponte
314505,3145059,Nova Porteirinha,3145059,Nova Porteirinha
314510,3145109,Nova Resende,3145109,Nova Resende
314520,3145208,Nova Serrana,3145208,Nova Serrana
314530,3145307,Novo Cruzeiro,3145307,Novo Cruzeiro
314535,3145356,Novo Oriente de Minas,3145356,Novo Oriente de Minas
314537,3145372,Novorizonte,3145372,Novorizonte
314540,3145406,Olaria,3145406,Olaria
314545,3145455,Olhos-d'Água,3145455,Olhos-d'Água
314550,3145505,Olímpio Noronha,3145505,Olímpio Noronha
314560,3145604,Oliveira,3145604,Oliveira
314570,3145703,Oliveira Fortes,3145703,Oliveira Fortes
314580,3145802,Onça de Pitangui,3145802,Onça de Pitangui
314585,3145851,Oratórios,3145851,Oratórios
314587,3145877,Orizânia,3145877,Orizânia
314590,3145901,Ouro Branco,3145901,Ouro Branco
314600,3146008,Ouro Fino,3146008,Ouro Fino
314610,3146107,Ouro Preto,3146107,Ouro Preto
314620,3146206,Ouro Verde de Minas,3146206,Ouro Verde de Minas
314625,3146255,Padre Carvalho,3146255,Padre Carvalho
314630,3146305,Padre Paraíso,3146305,Padre Paraíso
314640,3146404,Paineiras,3146404,Paineiras
314650,3146503,Pains,3146503,Pains
314655,3146552,Pai Pedro,3146552,Pai Pedro
314660,3146602,Paiva,3146602,Paiva
314670,3146701,Palma,3146701,Palma
314675,3146750,Palmópolis,3146750,Palmópolis
314690,3146909,Papagaios,3146909,Papagaios
314700,3147006,Paracatu,3147006,Paracatu
314710,3147105,Pará de Minas,3147105,Pará de Minas
314720,3147204,Paraguaçu,3147204,Paraguaçu
314730,3147303,Paraisópolis,3147303,Paraisópolis
314740,3147402,Paraopeba,3147402,Paraopeba
314750,3147501,Passabém,3147501,Passabém
314760,3147600,Passa Quatro,3147600,Passa Quatro
314770,3147709,Passa Tempo,3147709,Passa Tempo
314780,3147808,Passa-Vinte,3147808,Passa-Vinte
314790,3147907,Passos,3147907,Passos
314795,3147956,Patis,3147956,Patis
314800,3148004,Patos de Minas,3148004,Patos de Minas
314810,3148103,Patrocínio,3148103,Patrocínio
314820,3148202,Patrocínio do Muriaé,3148202,Patrocínio do Muriaé
314830,3148301,Paula Cândido,3148301,Paula Cândido
314840,3148400,Paulistas,3148400,Paulistas
314850,3148509,Pavão,3148509,Pavão
314860,3148608,Peçanha,3148608,Peçanha
314870,3148707,Pedra Azul,3148707,Pedra Azul
314875,3148756,Pedra Bonita,3148756,Pedra Bonita
314880,3148806,Pedra do Anta,3148806,Pedra do Anta
314890,3148905,Pedra do Indaiá,3148905,Pedra do Indaiá
314900,3149002,Pedra Dourada,3149002,Pedra Dourada
314910,3149101,Pedralva,3149101,Pedralva
314915,3149150,Pedras de Maria da Cruz,3149150,Pedras de Maria da Cruz
314920,3149200,Pedrinópolis,3149200,Pedrinópolis
314930,3149309,Pedro Leopoldo,3149309,Pedro Leopoldo
314940,3149408,Pedro Teixeira,3149408,Pedro Teixeira
314950,3149507,Pequeri,3149507,Pequeri
314960,3149606,Pequi,3149606,Pequi
314970,3149705,Perdigão,3149705,Perdigão
314980,3149804,Perdizes,3149804,Perdizes
314990,3149903,Perdões,3149903,Perdões
314995,3149952,Periquito,3149952,Periquito
315000,3150000,Pescador,3150000,Pescador
315010,3150109,Piau,3150109,Piau
315015,3150158,Piedade de Caratinga,3150158,Piedade de Caratinga
315020,3150208,Piedade de Ponte Nova,3150208,Piedade de Ponte Nova
315030,3150307,Piedade do Rio Grande,3150307,Piedade do Rio Grande
315040,3150406,Piedade dos Gerais,3150406,Piedade dos Gerais
315050,3150505,Pimenta,3150505,Pimenta
315053,3150539,Pingo-d'Água,3150539,Pingo-d'Água
315057,3150570,Pintópolis,3150570,Pintópolis
315060,3150604,Piracema,3150604,Piracema
315070,3150703,Pirajuba,3150703,Pirajuba
315080,3150802,Piranga,3150802,Piranga
315090,3150901,Piranguçu,3150901,Piranguçu
315100,3151008,Piranguinho,3151008,Piranguinho
315110,3151107,Pirapetinga,3151107,Pirapetinga
315120,3151206,Pirapora,3151206,Pirapora
315130,3151305,Piraúba,3151305,Piraúba
315140,3151404,Pitangui,3151404,Pitangui
315150,3151503,Piumhi,3151503,Piumhi
315160,3151602,Planura,3151602,Planura
315170,3151701,Poço Fundo,3151701,Poço Fundo
315180,3151800,Poços de Caldas,3151800,Poços de Caldas
315190,3151909,Pocrane,3151909,Pocrane
315200,3152006,Pompéu,3152006,Pompéu
315210,3152105,Ponte Nova,3152105,Ponte Nova
315213,3152131,Ponto Chique,3152131,Ponto Chique
315217,3152170,Ponto dos Volantes,3152170,Ponto dos Volantes
315220,3152204,Porteirinha,3152204,Porteirinha
315230,3152303,Porto Firme,3152303,Porto Firme
315240,3152402,Poté,3152402,Poté
315250,3152501,Pouso Alegre,3152501,Pouso Alegre
315260,3152600,Pouso Alto,3152600,Pouso Alto
315270,3152709,Prados,3152709,Prados
315280,3152808,Prata,3152808,Prata
315290,3152907,Pratápolis,3152907,Pratápolis
315300,3153004,Pratinha,3153004,Pratinha
315310,3153103,Presidente Bernardes,3153103,Presidente Bernardes
315320,3153202,Presidente Juscelino,3153202,Presidente Juscelino
315330,3153301,Presidente Kubitschek,3153301,Presidente Kubitschek
315340,3153400,Presidente Olegário,3153400,Presidente Olegário
315350,3153509,Alto Jequitibá,3153509,Alto Jequitibá
315360,3153608,Prudente de Morais,3153608,Prudente de Morais
315370,3153707,Quartel Geral,3153707,Quartel Geral
315380,3153806,Queluzito,3153806,Queluzito
315390,3153905,Raposos,3153905,Raposos
315400,3154002,Raul Soares,3154002,Raul Soares
315410,3154101,Recreio,3154101,Recreio
315415,3154150,Reduto,3154150,Reduto
315420,3154200,Resende Costa,3154200,Resende Costa
315430,3154309,Resplendor,3154309,Resplendor
315440,3154408,Ressaquinha,3154408,Ressaquinha
315445,3154457,Riachinho,3154457,Riachinho
315450,3154507,Riacho dos Machados,3154507,Riacho dos Machados
315460,3154606,Ribeirão das Neves,3154606,Ribeirão das Neves
315470,3154705,Ribeirão Vermelho,3154705,Ribeirão Vermelho
315480,3154804,Rio Acima,3154804,Rio Acima
315490,3154903,Rio Casca,3154903,Rio Casca
315500,3155009,Rio Doce,3155009,Rio Doce
315510,3155108,Rio do Prado,3155108,Rio do Prado
315520,3155207,Rio Espera,3155207,Rio Espera
315530,3155306,Rio Manso,3155306,Rio Manso
315540,3155405,Rio Novo,3155405,Rio Novo
315550,3155504,Rio Paranaíba,3155504,Rio Paranaíba
315560,3155603,Rio Pardo de Minas,3155603,Rio Pardo de Minas
315570,3155702,Rio Piracicaba,3155702,Rio Piracicaba
315580,3155801,Rio Pomba,3155801,Rio Pomba
315590,3155900,Rio Preto,3155900,Rio Preto
315600,3156007,Rio Vermelho,3156007,Rio Vermelho
315610,3156106,Ritápolis,3156106,Ritápolis
315620,3156205,Rochedo de Minas,3156205,Rochedo de Minas
315630,3156304,Rodeiro,3156304,Rodeiro
315640,3156403,Romaria,3156403,Romaria
315645,3156452,Rosário da Limeira,3156452,Rosário da Limeira
315650,3156502,Rubelita,3156502,Rubelita
315660,3156601,Rubim,3156601,Rubim
315670,3156700,Sabará,3156700,Sabará
315680,3156809,Sabinópolis,3156809,Sabinópolis
315690,3156908,Sacramento,3156908,Sacramento
315700,3157005,Salinas,3157005,Salinas
315710,3157104,Salto da Divisa,3157104,Salto da Divisa
315720,3157203,Santa Bárbara,3157203,Santa Bárbara
315725,3157252,Santa Bárbara do Leste,3157252,Santa Bárbara do Leste
315727,3157278,Santa Bárbara do Monte Verde,3157278,Santa Bárbara do Monte Verde
315730,3157302,Santa Bárbara do Tugúrio,3157302,Santa Bárbara do Tugúrio
315733,3157336,Santa Cruz de Minas,3157336,Santa Cruz de Minas
315737,3157377,Santa Cruz de Salinas,3157377,Santa Cruz de Salinas
315740,3157401,Santa Cruz do Escalvado,3157401,Santa Cruz do Escalvado
315750,3157500,Santa Efigênia de Minas,3157500,Santa Efigênia de Minas
315760,3157609,Santa Fé de Minas,3157609,Santa Fé de Minas
315765,3157658,Santa Helena de Minas,3157658,Santa Helena de Minas
315770,3157708,Santa Juliana,3157708,Santa Juliana
315780,3157807,Santa Luzia,3157807,Santa Luzia
315790,3157906,Santa Margarida,3157906,Santa Margarida
315800,3158003,Santa Maria de Itabira,3158003,Santa Maria de Itabira
315810,3158102,Santa Maria do Salto,3158102,Santa Maria do Salto
315820,3158201,Santa Maria do Suaçuí,3158201,Santa Maria do Suaçuí
315830,3158300,Santana da Vargem,3158300,Santana da Vargem
315840,3158409,Santana de Cataguases,3158409,Santana de Cataguases
315850,3158508,Santana de Pirapama,3158508,Santana de Pirapama
315860,3158607,Santana do Deserto,3158607,Santana do Deserto
315870,3158706,Santana do Garambéu,3158706,Santana do Garambéu
315880,3158805,Santana do Jacaré,3158805,Santana do Jacaré
315890,3158904,Santana do Manhuaçu,3158904,Santana do Manhuaçu
315895,3158953,Santana do Paraíso,3158953,Santana do Paraíso
315900,3159001,Santana do Riacho,3159001,Santana do Riacho
315910,3159100,Santana dos Montes,3159100,Santana dos Montes
315920,3159209,Santa Rita de Caldas,3159209,Santa Rita de Caldas
315930,3159308,Santa Rita de Jacutinga,3159308,Santa Rita de Jacutinga
315935,3159357,Santa Rita de Minas,3159357,Santa Rita de Minas
315940,3159407,Santa Rita de Ibitipoca,3159407,Santa Rita de Ibitipoca
315950,3159506,Santa Rita do Itueto,3159506,Santa Rita do Itueto
315960,3159605,Santa Rita do Sapucaí,3159605,Santa Rita do Sapucaí
315970,3159704,Santa Rosa da Serra,3159704,Santa Rosa da Serra
315980,3159803,Santa Vitória,3159803,Santa Vitória
315990,3159902,Santo Antônio do Amparo,3159902,Santo Antônio do Amparo
316000,3160009,Santo Antônio do Aventureiro,3160009,Santo Antônio do Aventureiro
316010,3160108,Santo Antônio do Grama,3160108,Santo Antônio do Grama
316020,3160207,Santo Antônio do Itambé,3160207,Santo Antônio do Itambé
316030,3160306,Santo Antônio do Jacinto,3160306,Santo Antônio do Jacinto
316040,3160405,Santo Antônio do Monte,3160405,Santo Antônio do Monte
316045,3160454,Santo Antônio do Retiro,3160454,Santo Antônio do Retiro
316050,3160504,Santo Antônio do Rio Abaixo,3160504,Santo Antônio do Rio Abaixo
316060,3160603,Santo Hipólito,3160603,Santo Hipólito
316070,3160702,Santos Dumont,3160702,Santos Dumont
316080,3160801,São Bento Abade,3160801,São Bento Abade
316090,3160900,São Brás do Suaçuí,3160900,São Brás do Suaçuí
316095,3160959,São Domingos das Dores,3160959,São Domingos das Dores
316100,3161007,São Domingos do Prata,3161007,São Domingos do Prata
316105,3161056,São Félix de Minas,3161056,São Félix de Minas
316110,3161106,São Francisco,3161106,São Francisco
316120,3161205,São Francisco de Paula,3161205,São Francisco de Paula
316130,3161304,São Francisco de Sales,3161304,São Francisco de Sales
316140,3161403,São Francisco do Glória,3161403,São Francisco do Glória
316150,3161502,São Geraldo,3161502,São Geraldo
316160,3161601,São Geraldo da Piedade,3161601,São Geraldo da Piedade
316165,3161650,São Geraldo do Baixio,3161650,São Geraldo do Baixio
316170,3161700,São Gonçalo do Abaeté,3161700,São Gonçalo do Abaeté
316180,3161809,São Gonçalo do Pará,3161809,São Gonçalo do Pará
316190,3161908,São Gonçalo do Rio Abaixo,3161908,São Gonçalo do Rio Abaixo
316200,3162005,São Gonçalo do Sapucaí,3162005,São Gonçalo do Sapucaí
316210,3162104,São Gotardo,3162104,São Gotardo
316220,3162203,São João Batista do Glória,3162203,São João Batista do Glória
316225,3162252,São João da Lagoa,3162252,São João da Lagoa
316230,3162302,São João da Mata,3162302,São João da Mata
316240,3162401,São João da Ponte,3162401,São João da Ponte
316245,3162450,São João das Missões,3162450,São João das Missões
316250,3162500,São João del Rei,3162500,São João del Rei
316255,3162559,São João do Manhuaçu,3162559,São João do Manhuaçu
316257,3162575,São João do Manteninha,3162575,São João do Manteninha
316260,3162609,São João do Oriente,3162609,São João do Oriente
316265,3162658,São João do Pacuí,3162658,São João do Pacuí
316270,3162708,São João do Paraíso,3162708,São João do Paraíso
316280,3162807,São João Evangelista,3162807,São João Evangelista
316290,3162906,São João Nepomuceno,3162906,São João Nepomuceno
316292,3162922,São Joaquim de Bicas,3162922,São Joaquim de Bicas
316294,3162948,São José da Barra,3162948,São José da Barra
316295,3162955,São José da Lapa,3162955,São José da Lapa
316300,3163003,São José da Safira,3163003,São José da Safira
316310,3163102,São José da Varginha,3163102,São José da Varginha
316320,3163201,São José do Alegre,3163201,São José do Alegre
316330,3163300,São José do Divino,3163300,São José do Divino
316340,3163409,São José do Goiabal,3163409,São José do Goiabal
316350,3163508,São José do Jacuri,3163508,São José do Jacuri
316360,3163607,São José do Mantimento,3163607,São José do Mantimento
316370,3163706,São Lourenço,3163706,São Lourenço
316380,3163805,São Miguel do Anta,3163805,São Miguel do Anta
316390,3163904,São Pedro da União,3163904,São Pedro da União
316400,3164001,São Pedro dos Ferros,3164001,São Pedro dos Ferros
316410,3164100,São Pedro do Suaçuí,3164100,São Pedro do Suaçuí
316420,3164209,São Romão,3164209,São Romão
316430,3164308,São Roque de Minas,3164308,São Roque de Minas
316440,3164407,São Sebastião da Bela Vista,3164407,São Sebastião da Bela Vista
316443,3164431,São Sebastião da Vargem Alegre,3164431,São Sebastião da Vargem Alegre
316447,3164472,São Sebastião do Anta,3164472,São Sebastião do Anta
316450,3164506,São Sebastião do Maranhão,3164506,São Sebastião do Maranhão
316460,3164605,São Sebastião do Oeste,3164605,São Sebastião do Oeste
316470,3164704,São Sebastião do Paraíso,3164704,São Sebastião do Paraíso
316480,3164803,São Sebastião do Rio Preto,3164803,São Sebastião do Rio Preto
316490,3164902,São Sebastião do Rio Verde,3164902,São Sebastião do Rio Verde
316500,3165008,São Tiago,3165008,São Tiago
316510,3165107,São Tomás de Aquino,3165107,São Tomás de Aquino
316520,3165206,São Thomé das Letras,3165206,São Thomé das Letras
316530,3165305,São Vicente de Minas,3165305,São Vicente de Minas
316540,3165404,Sapucaí-Mirim,3165404,Sapucaí-Mirim
316550,3165503,Sardoá,3165503,Sardoá
316553,3165537,Sarzedo,3165537,Sarzedo
316555,3165552,Setubinha,3165552,Setubinha
316556,3165560,Sem-Peixe,3165560,Sem-Peixe
316557,3165578,Senador Amaral,3165578,Senador Amaral
316560,3165602,Senador Cortes,3165602,Senador Cortes
316570,3165701,Senador Firmino,3165701,Senador Firmino
316580,3165800,Senador José Bento,3165800,Senador José Bento
316590,3165909,Senador Modestino Gonçalves,3165909,Senador Modestino Gonçalves
316600,3166006,Senhora de Oliveira,3166006,Senhora de Oliveira
316610,3166105,Senhora do Porto,3166105,Senhora do Porto
316620,3166204,Senhora dos Remédios,3166204,Senhora dos Remédios
316630,3166303,Sericita,3166303,Sericita
316640,3166402,Seritinga,3166402,Seritinga
316650,3166501,Serra Azul de Minas,3166501,Serra Azul de Minas
316660,3166600,Serra da Saudade,3166600,Serra da Saudade
316670,3166709,Serra dos Aimorés,3166709,Serra dos Aimorés
316680,3166808,Serra do Salitre,3166808,Serra do Salitre
316690,3166907,Serrania,3166907,Serrania
316695,3166956,Serranópolis de Minas,3166956,Serranópolis de Minas
316700,3167004,Serranos,3167004,Serranos
316710,3167103,Serro,3167103,Serro
316720,3167202,Sete Lagoas,3167202,Sete Lagoas
316730,3167301,Silveirânia,3167301,Silveirânia
316740,3167400,Silvianópolis,3167400,Silvianópolis
316750,3167509,Simão Pereira,3167509,Simão Pereira
316760,3167608,Simonésia,3167608,Simonésia
316770,3167707,Sobrália,3167707,Sobrália
316780,3167806,Soledade de Minas,3167806,Soledade de Minas
316790,3167905,Tabuleiro,3167905,Tabuleiro
316800,3168002,Taiobeiras,3168002,Taiobeiras
316805,3168051,Taparuba,3168051,Taparuba
316810,3168101,Tapira,3168101,Tapira
316820,3168200,Tapiraí,3168200,Tapiraí
316830,3168309,Taquaraçu de Minas,3168309,Taquaraçu de Minas
316840,3168408,Tarumirim,3168408,Tarumirim
316850,3168507,Teixeiras,3168507,Teixeiras
316860,3168606,Teófilo Otoni,3168606,Teófilo Otoni
316870,3168705,Timóteo,3168705,Timóteo
316880,3168804,Tiradentes,3168804,Tiradentes
316890,3168903,Tiros,3168903,Tiros
316900,3169000,Tocantins,3169000,Tocantins
316905,3169059,Tocos do Moji,3169059,Tocos do Moji
316910,3169109,Toledo,3169109,Toledo
316920,3169208,Tombos,3169208,Tombos
316930,3169307,Três Corações,3169307,Três Corações
316935,3169356,Três Marias,3169356,Três Marias
316940,3169406,Três Pontas,3169406,Três Pontas
316950,3169505,Tumiritinga,3169505,Tumiritinga
316960,3169604,Tupaciguara,3169604,Tupaciguara
316970,3169703,Turmalina,3169703,Turmalina
316980,3169802,Turvolândia,3169802,Turvolândia
316990,3169901,Ubá,3169901,Ubá
317000,3170008,Ubaí,3170008,Ubaí
317005,3170057,Ubaporanga,3170057,Ubaporanga
317010,3170107,Uberaba,3170107,Uberaba
317020,3170206,Uberlândia,3170206,Uberlândia
317030,3170305,Umburatiba,3170305,Umburatiba
317040,3170404,Unaí,3170404,Unaí
317043,3170438,União de Minas,3170438,União de Minas
317047,3170479,Uruana de Minas,3170479,Uruana de Minas
317050,3170503,Urucânia,3170503,Urucânia
317052,3170529,Urucuia,3170529,Urucuia
317057,3170578,Vargem Alegre,3170578,Vargem Alegre
317060,3170602,Vargem Bonita,3170602,Vargem Bonita
317065,3170651,Vargem Grande do Rio Pardo,3170651,Vargem Grande do Rio Pardo
317070,3170701,Varginha,3170701,Varginha
317075,3170750,Varjão de Minas,3170750,Varjão de Minas
317080,3170800,Várzea da Palma,3170800,Várzea da Palma
317090,3170909,Varzelândia,3170909,Varzelândia
317100,3171006,Vazante,3171006,Vazante
317103,3171030,Verdelândia,3171030,Verdelândia
317107,3171071,Veredinha,3171071,Veredinha
317110,3171105,Veríssimo,3171105,Veríssimo
317115,3171154,Vermelho Novo,3171154,Vermelho Novo
317120,3171204,Vespasiano,3171204,Vespasiano
317130,3171303,Viçosa,3171303,Viçosa
317140,3171402,Vieiras,3171402,Vieiras
317150,3171501,Mathias Lobato,3171501,Mathias Lobato
317160,3171600,Virgem da Lapa,3171600,Virgem da Lapa
317170,3171709,Virgínia,3171709,Virgínia
317180,3171808,Virginópolis,3171808,Virginópolis
317190,3171907,Virgolândia,3171907,Virgolândia
317200,3172004,Visconde do Rio Branco,3172004,Visconde do Rio Branco
317210,3172103,Volta Grande,3172103,Volta Grande
317220,3172202,Wenceslau Braz,3172202,Wenceslau Braz
320010,3200102,Afonso Cláudio,3200102,Afonso Cláudio
320013,3200136,Águia Branca,3200136,Águia Branca
320016,3200169,Água Doce do Norte,3200169,Água Doce do Norte
320020,3200201,Alegre,3200201,Alegre
320030,3200300,Alfredo Chaves,3200300,Alfredo Chaves
320035,3200359,Alto Rio Novo,3200359,Alto Rio Novo
320040,3200409,Anchieta,3200409,Anchieta
320050,3200508,Apiacá,3200508,Apiacá
320060,3200607,Aracruz,3200607,Aracruz
320070,3200706,Atilio Vivacqua,3200706,Atilio Vivacqua
320080,3200805,Baixo Guandu,3200805,Baixo Guandu
320090,3200904,Barra de São Francisco,3200904,Barra de São Francisco
320100,3201001,Boa Esperança,3201001,Boa Esperança
320110,3201100,Bom Jesus do Norte,3201100,Bom Jesus do Norte
320115,3201159,Brejetuba,3201159,Brejetuba
320120,3201209,Cachoeiro de Itapemirim,3201209,Cachoeiro de Itapemirim
320130,3201308,Cariacica,3201308,Cariacica
320140,3201407,Castelo,3201407,Castelo
320150,3201506,Colatina,3201506,Colatina
320160,3201605,Conceição da Barra,3201605,Conceição da Barra
320170,3201704,Conceição do Castelo,3201704,Conceição do Castelo
320180,3201803,Divino de São Lourenço,3201803,Divino de São Lourenço
320190,3201902,Domingos Martins,3201902,Domingos Martins
320200,3202009,Dores do Rio Preto,3202009,Dores do Rio Preto
320210,3202108,Ecoporanga,3202108,Ecoporanga
320220,3202207,Fundão,3202207,Fundão
320225,3202256,Governador Lindenberg,3202256,Governador Lindenberg
320230,3202306,Guaçuí,3202306,Guaçuí
320240,3202405,Guarapari,3202405,Guarapari
320245,3202454,Ibatiba,3202454,Ibatiba
320250,3202504,Ibiraçu,3202504,Ibiraçu
320255,3202553,Ibitirama,3202553,Ibitirama
320260,3202603,Iconha,3202603,Iconha
320265,3202652,Irupi,3202652,Irupi
320270,3202702,Itaguaçu,3202702,Itaguaçu
320280,3202801,Itapemirim,3202801,Itapemirim
320290,3202900,Itarana,3202900,Itarana
320300,3203007,Iúna,3203007,Iúna
320305,3203056,Jaguaré,3203056,Jaguaré
320310,3203106,Jerônimo Monteiro,3203106,Jerônimo Monteiro
320313,3203130,João Neiva,3203130,João Neiva
320316,3203163,Laranja da Terra,3203163,Laranja da Terra
320320,3203205,Linhares,3203205,Linhares
320330,3203304,Mantenópolis,3203304,Mantenópolis
320332,3203320,Marataízes,3203320,Marataízes
320334,3203346,Marechal Floriano,3203346,Marechal Floriano
320335,3203353,Marilândia,3203353,Marilândia
320340,3203403,Mimoso do Sul,3203403,Mimoso do Sul
320350,3203502,Montanha,3203502,Montanha
320360,3203601,Mucurici,3203601,Mucurici
320370,3203700,Muniz Freire,3203700,Muniz Freire
320380,3203809,Muqui,3203809,Muqui
320390,3203908,Nova Venécia,3203908,Nova Venécia
320400,3204005,Pancas,3204005,Pancas
320405,3204054,Pedro Canário,3204054,Pedro Canário
320410,3204104,Pinheiros,3204104,Pinheiros
320420,3204203,Piúma,3204203,Piúma
320425,3204252,Ponto Belo,3204252,Ponto Belo
320430,3204302,Presidente Kennedy,3204302,Presidente Kennedy
320435,3204351,Rio Bananal,3204351,Rio Bananal
320440,3204401,Rio Novo do Sul,3204401,Rio Novo do Sul
320450,3204500,Santa Leopoldina,3204500,Santa Leopoldina
320455,3204559,Santa Maria de Jetibá,3204559,Santa Maria de Jetibá
320460,3204609,Santa Teresa,3204609,Santa Teresa
320465,3204658,São Domingos do Norte,3204658,São Domingos do Norte
320470,3204708,São Gabriel da Palha,3204708,São Gabriel da Palha
320480,3204807,São José do Calçado,3204807,São José do Calçado
320490,3204906,São Mateus,3204906,São Mateus
320495,3204955,São Roque do Canaã,3204955,São Roque do Canaã
